Code,Description,Default_Translation (en-en),Target_Translation (de-de),Has_Translation
I18N_WARNING_MESSAGE_EDIT_TEAM,I18NCode for Warning Message Edit Team,"You are editing a team, make sure you are absolutely sure before proceeding.","Wenn Sie ein Team bearbeiten, stellen Sie sicher, dass Sie absolut sicher sind, bevor Sie fortfahren.",Yes
I18N_WARNING_MESSAGE_GROUP_MECHANISMS,I18NCode for Warning Message in Group Mechanisms Update Modal,"You are editing chapter mechanisms, make sure you are absolutely sure before proceeding.","Wenn Sie Kapitelmechanismen bearbeiten, stellen Sie sicher, dass Sie absolut sicher sind, bevor Sie fortfahren.",Yes
I18N_WARNING_MESSAGE_LANGUAGE,Warning message on language Update Modal,"By editing the Language translation, you might break the system permissions functionality. Please ensure you're absolutely certain before proceeding.",Durch Bearbeiten der Sprachübersetzung können Sie die Systemberechtigungsfunktion beeinträchtigen.,Yes
I18N_WARNING_MESSAGE_MEMBER_MECHANISMS,I18NCode for Warning Message Member Mechanisms,"You are editing member mechanisms, make sure you are absolutely sure before proceeding.","Wenn Sie Mitgliedsmechanismen bearbeiten, stellen Sie sicher, dass Sie absolut sicher sind, bevor Sie fortfahren.",Yes
I18N_WARNING_MESSAGE_MENU,I18NCode for Warning Message on Menu,"By editing the permission Menu, you might break the system permissions functionality. Please ensure you're absolutely certain before  proceeding.",Durch Bearbeiten des Berechtigungsmenüs können Sie die Systemberechtigungsfunktion beeinträchtigen.,Yes
I18N_WARNING_MESSAGE_MODULE,Warning message on module Update Modal	,"By editing the Module Type, you might break the system permissions functionality. Please ensure you're absolutely certain before proceeding.",Durch Bearbeiten des Modultyps können Sie möglicherweise die Systemberechtigungsfunktion beeinträchtigen.,Yes
I18N_WARNING_MESSAGE_MULTI_REGION_GOAL,I18NCode for I18NCode for Warning Message Multi Region GOAL,"You are editing multi region objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Sie bearbeiten Ziele mit mehreren Regionen, die Berechnungen sind deaktiviert. Stellen Sie sicher, dass Sie absolut sicher sind, bevor Sie fortfahren.",Yes
I18N_WARNING_MESSAGE_NO_GAMES,I18NCode for WARNING MESSAGE NO Games,Start by adding a bni game.,Beginnen Sie mit dem Hinzufügen eines BNI-Spiels.,Yes
I18N_WARNING_MESSAGE_NO_KPI_ON_GAME,I18NCode for Warning Message No Kpi On Game,Start by adding a KPI to a game.,"Beginnen Sie damit, einem Spiel einen KPI hinzuzufügen.",Yes
I18N_WARNING_MESSAGE_NO_TEAMS,I18NCode for Warning message No Teams,Start by creating Teams for your BNI Game.,Beginnen Sie mit der Erstellung von Teams für Ihr BNI-Spiel.,Yes
I18N_WARNING_MESSAGE_PROFILE,Warning message on Update Modal in Profile Page,"By editing the Context Type, you can break the system's permissions functionality. Make sure you are absolutely sure before proceeding.",Durch Bearbeiten des Kontexttyps können Sie die Berechtigungsfunktion des Systems unterbrechen.,Yes
I18N_WARNING_MESSAGE_REGION_GOAL,I18NCode for Warning message on Modal update region goal menu,"You are editing region objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Sie bearbeiten Regionsziele, die Berechnungen sind deaktiviert. Stellen Sie sicher, dass Sie absolut sicher sind, bevor Sie fortfahren.",Yes
I18N_WARNING_MESSAGE_TRANSLATION,Warning message on translation Update Modal,By editing the translation will update the description for the specific CodeI18N.,Durch Bearbeiten der Übersetzung wird die Beschreibung für den spezifischen CodeI18N aktualisiert.,Yes
I18N_WCA_DESCRIPTION,I19NCode for WCA description,"This is a <strong>weekly report</strong> that usually is sent to each <strong>Leadership Team</strong> every Monday 9PM.<br/>

The goal is to give information that President (Chapter Director in England), Vice-President and Secretary/Treasurer usually needs to dig on several BNIConnect reports to run their role.<br/>

With this report, the President can easily select the meeting stimulant or his final words to the meeting.<br/>

The Vice-President can understand who needs special attention and work with his coordinators to improve member performance.<br/>

The Events Coordinator understands who is not attending training and needs special motivational speech to do it.","Hierbei handelt es sich um einen <strong>wöchentlichen Bericht</strong>, der normalerweise jeden Montag um 21:00 Uhr an jedes <strong>Führungsteam</strong> gesendet wird.<br/>",Yes
I18N_WCA_WEEKLY_CHAPTER_ALERT_REPORT,I18NCode for WCA Weekly Chapter Alert Report,WCA - Weekly Chapter Alert Report,WCA – Wöchentlicher Kapitel-Benachrichtigungsbericht,Yes
I18N_WE_NEED_YOU_TO_UPLOAD_A_PHOTO_OF_YOURSELF_,I18NCode for We need you to upload a photo of yourself.,We need you to upload a photo of yourself,"Wir benötigen, dass Sie ein Foto von sich hochladen",Yes
I18N_WE_NEED_YOUR_ATTENTION,I18NCode for We need your Attention,We need your attention,Wir brauchen Ihre Aufmerksamkeit,Yes
I18N_WEBSITE,I18NCode for website,Website,Webseite,Yes
I18N_WEEK_MEMBER_6AM,I18nCode for /week/member (6m),/week/member (6m),/Woche/Mitglied (6m),Yes
I18N_WEEKLY_ALERT_REPORTS_SETTINGS,I18NCode for Weekly Alert Reports Settings,Weekly Alert Reports Settings,Einstellungen für wöchentliche Warnberichte,Yes
I18N_WEEKS,I18NCode for Weeks,Weeks,Wochen,Yes
I18N_WELCOME,Welcome message,Welcome,Willkommen,Yes
I18N_WELCOME_TO_REPORTING2YOU_,I18NCode for Welcome to Reporting2You!,Welcome to Reporting2You,Willkommen bei Reporting2You,Yes
I18N_WELCOME_TO_THE_MESSAGING_CHAT,I18NCode for Welcome to the messaging chat,Welcome to the Messaging Chat,Willkommen im Messaging-Chat,Yes
I18N_WHAT_AREY_OUR_RIGHTS,I18NCode for What are your rights,What are your rights?,Welche Rechte haben Sie?,Yes
I18N_WHAT_INFORMATION_DO_WE_COLLECT_ABOUT_YOU,I18NCode for What information do we collect about you,What information do we collect about you?,Welche Informationen sammeln wir über Sie?,Yes
I18N_WHAT_IS_A_COOKIE,I18NCode for What is a Cookie,What is a Cookie?,Was ist ein Cookie?,Yes
I18N_WHAT_IS_OUR_LEGAL_BASIS_FOR_PROCESSING_YOUR_PERSONAL_DATA,I18NCode for What is our legal basis for processing your personal data,What is our legal basis for processing your personal data?,Auf welcher Rechtsgrundlage verarbeiten wir Ihre personenbezogenen Daten?,Yes
I18N_WHO_ARE_WE,I18NCode for Who are we,Who we are?,Wer sind wir?,Yes
I18N_WHO_RECEIVES_YOUR_INFORMATION,I18NCode for Who receives your information,Who receives your information?,Wer erhält Ihre Informationen?,Yes
I18N_WITH_LESS_THAN,"I18NCode for ""With Less than""",With Less than,Mit weniger als,Yes
I18N_WITH_THIS_MEMBERSHIP_LENGTH,I18NCode for With this Membership length,with this membership length,mit dieser Mitgliedschaftsdauer,Yes
I18N_WITHOUT,I18NCode for Without,Without,Ohne,Yes
I18N_WITHOUT_PAYMENT,I18NCode for Without Payment,Without Payment,Ohne,Yes
I18N_WORLD_RANK,I18NCode for World Rank ,World Rank,Weltrang,Yes
I18N_WRITE_A_MESSAGE,I18NCode for Write a message,Write a message,Nachricht schreiben,Yes
I18N_WRITE_THE_MESSAGE_TO_SEND_TO_EVERYONE,I18NCode for Write the message to send to everyone,Write the message to send to everyone,"Schreiben Sie die Nachricht, die Sie an alle senden möchten",Yes
I18N_WRONG_FILE_SELECTED,I18NCode for Wrong File Selected,Error selecting file.,Fehler beim Auswählen der Datei.,Yes
I18N_YEAR,I18NCode for Year,Year,Jahr,Yes
I18N_YEARMONTH,I18NCode for YearMonth,YearMonth,JahrMonat,Yes
I18N_YEARS,I18NCode for Years,Years,Jahre,Yes
I18N_YES,I18NCode for Yes,Yes,Ja,Yes
I18N_YLW,I18NCode for #Ylw on table label,#Ylw,#Ylw,Yes
I18N_YOU_HAVE_BEEN_INVITED_TO_REGISTER_WITH_REPORTING2YOU_,I18NCode for You have been invited to register with Reporting2You.,You have been invited to register with Reporting2You.,"Sie wurden eingeladen, sich bei Reporting2You zu registrieren.",Yes
I18N_YOU_HAVE_NO_SPONSORED,I18NCode for You have no sponsored,You have no sponsored,Sie sind nicht gesponsert,Yes
I18N_YOU_WILL_BE_REDIRECTED_TO_THE_LOGIN_PAGE_IN,I18NCode for You will be redirected to the login page in,You will be redirected to the login page in,Sie werden zur Anmeldeseite weitergeleitet,Yes
I18N_YOUR_CHAPTER,i18NCode for Your Chapter,Your Chapter,Dein Kapitel,Yes
I18N_YOUR_GOAL,I18NCode represent % of your goal,% of goal,% des Ziels,Yes
I18N_YOUR_SESSION_WILL_BE_INACTIVE_IN,I18NCode for Your session will be inactive in,Your session will be inactive in,Ihre Sitzung wird inaktiv sein,Yes
I18N_ZERO_ONE_TO_ONES_PER_WEEK,I18NCode for ZeroOneToOne per Week,Zero one to ones per week,Null eins zu eins pro Woche,Yes
I18N_ZERO_REFERRALS,I18NCode for Zero Referrals,Zero Referrals,Keine Empfehlungen,Yes
I18N_ZERO_REFERREALS_PER_WEEK,I18NCode for ZEROReferrals,Zero referrals per Week,Keine Empfehlungen pro Woche,Yes
I18N_ZERO_TO_ONE,I18NCode for Zero To One´s Section in Region Retention Growth,Zero-to-Ones,Null-zu-Eins,Yes
I18N_ZERO_TYFCB_PER_WEEK,I18NCode for Zero TYFCB per Week,Zero TYFCB per week,Null TYFCB pro Woche,Yes
I18N_ZERO_VISITS_PER_WEEK,I18NCode for ZeroVisits per Week,Zero visitors per month,Null Besucher pro Monat,Yes
I18N_ZEROOTO_W,I18NCode for ZeroOTO/week,ZeroOTO/W,ZeroOTO/W,Yes
I18N_ZEROTYFCB_W,I18NCode for ZeroTYFCB/week,ZeroTYFCB/W,ZeroTYFCB/W,Yes
I18N_ZEROVIS_M,I18NCode for ZeroVIS/month,ZeroVIS/M,ZeroVIS/M,Yes
I18N_ZIP_CODE,I18NCode for Zip Code,Zip Code,PLZ,Yes
